included,Title,DOI,Abstract
0,Comparative effectiveness of a rapid point-of-care test for detection of Chlamydia trachomatis among women in a clinical setting,10.1136/sextrans-2011-050355,"OBJECTIVES: To compare the effectiveness and cost-effectiveness of a promising new point-of-care (POC) chlamydia test with traditional nucleic acid amplification testing (NAAT), and to determine the characteristics that would make a POC test most cost-effective. METHODS: A decision tree was constructed to model chlamydia screening visits to a sexually transmitted disease clinic by a hypothetical cohort of 10,000 women. The model incorporated programmatic screening costs, treatment costs and medical costs averted through prevention of pelvic inflammatory disease (PID) and its sequelae. Parameter values and costs were estimated for each node in the decision tree based on primary data, published data and unpublished health data. RESULTS: For the base-case scenario (POC sensitivity 92.9%; 47.5% of women willing to wait 40 min for test results; test cost $33.48), POC was estimated to save US$5050 for each case of PID averted compared with NAAT. One-way sensitivity analyses indicated that POC would dominate NAAT if the POC test cost is <US$41.52 or if POC sensitivity is ≥ 87.1%. In a probabilistic sensitivity analysis (Monte Carlo simulations, 10 000 iterations), 10.8% of iterations indicated that the POC strategy dominated the NAAT strategy. The mean incremental cost-effectiveness ratio indicated that the POC strategy would save US$28 in total, and avert 14 PID cases. CONCLUSIONS: A promising new chlamydia POC test is likely to be cost-effective compared with traditional NAAT. The POC test sensitivity, cost and proportion of women willing to wait for the POC test result are key elements to determining the cost-effectiveness of any new POC test strategy."
0,Community pharmacy and cash reward: a winning combination for chlamydia screening?,10.1136/sextrans-2011-050357,"OBJECTIVES: To date, the uptake of chlamydia screening in community pharmacies has been limited. The objective of this cross-sectional study was to determine if a cash reward, offered to both the provider and the consumer of chlamydia screening, increased the uptake of screening in community pharmacies. METHODS: During 4 weeks in 2011, chlamydia screening and education were offered in four city and two suburban pharmacies to people aged 16-30 years. Those who provided a urine sample for testing, contact details, and completed a brief questionnaire were rewarded with $A10. Positive participants, and their nominated contacts, were offered treatment. RESULTS: Over a period of 751.5 h, 979 testing kits were requested, and 900 (93%) urine samples returned. Using probabilistic linkage methods, we determined that 671/900 (75%) urine samples were from unique individuals. 0.9 unique samples were obtained/hour of screening, 63% of which were provided by men. 19/671 (2.8%; 95% CI 1.7% to 4.4%) people tested positive, 5.2% (95% CI 2.8% to 8.8%) of women, and 1.4% (1.4 0.5 to 3.1) of men. 11/19 (58%) people were contacted and treated-two for suspected pelvic inflammatory disease. CONCLUSIONS: Providing a cash reward to encourage chlamydia screening in community pharmacies resulted in greater participation rates than previously reported pharmacy-based studies, particularly among men. Easily implemented mechanisms to reduce inappropriate repeat screening, incorrect contact details and effects on pharmacy work flow may enhance the efficiency of this approach."
1,[Pelvic inflammatory diseases: Microbiologic diagnosis - CNGOF and SPILF Pelvic Inflammatory Diseases Guidelines],10.1016/j.gofs.2019.03.007,"OBJECTIVES: To determine the microorganisms potentially involved in pelvic inflammatory diseases (PIDs) and the different diagnostic methods of PID. METHODS: PubMed and International Guidelines search. RESULTS: PIDs have various microbial causes. The pathogenic role of the main agents of sexually transmitted infections (STIs), Chlamydia trachomatis, Neisseria gonorrhoeae and Mycoplasma genitalium is well demonstrated (NP1). C. trachomatis is the most commonly described bacterium in PID (NP1), especially in women under 30 years old. PIDs also occur in situations that decrease the effectiveness of the cervix microbiological lock, such as bacterial vaginosis, allowing facultative vaginal bacteria such as Escherichia coli, Streptococcus agalactiae and anaerobes to ascend to the uterine cavity. Nevertheless, participation of the diverse bacteria of the vaginal microbiota, in particular anaerobes, and the polymicrobial character of PIDs are still differently appreciated. In the case of uncomplicated PID, to obtain a microbiological diagnosis, endocervical sampling is recommended during gynecological examination under speculum (grade B). A first swab allows for a smear on a slide for direct examination (Gram, MGG). A second swab, in an adapted transport medium, is useful for standard culture with N. gonorrhoeae and facultative vaginal flora bacteria cultures, with antibiotic susceptibility testing. A third swab, in an appropriate transport medium, allows for the search for N. gonorrhoeae, C. trachomatis, and if possible M. genitalium by nucleic acid amplification techniques (NAATs), (NP1). It is possible to only use one swab in a transport medium suitable for (i) survival of bacteria and (ii) NAATs. When the diagnosis of PID is clinically compatible, a positive NAAT for one or more of the three STI-associated bacteria on a genital sample supports the PID diagnosis (NP1). On the other hand, a negative NAAT does not allow the exclusion of an STI agent for PID diagnosis (NP1). In situations where speculum use is not possible, vaginal sampling will be performed by default. In case of complicated IGH, tuboperitoneal samples can be performed either radiologically or surgically. Since these sites are sterile, any bacteria present will be considered pathogenic (NP2). C. trachomatis serology is not interesting as a first line diagnostic tool for PID diagnosis and is not useful for monitoring the evolution of PID (NP1)."
0,Prevalence and antibiotic resistance of Mycoplasma genitalium among STI clinic attendees in Western Canada: a cross-sectional analysis,10.1136/bmjopen-2017-016300,"OBJECTIVES: To determine the prevalence and correlates of Mycoplasma genitalium (MG) infection among men and women, determine the prevalence of gene mutations conferring resistance and compare test performance of female specimen types. METHODS: A cross-sectional study was conducted on specimens collected for gonorrhoea (NG, Neisseria gonorrhoeae) and chlamydia (CT, Chlamydia trachomatis) among male and female Alberta STI clinic attendees using the M. genitalium transcription-mediated amplification-research use only test. Positive specimens were sequenced for 23SrRNA, parC and gyrA genes. Gender-stratified analysis compared test results using χ2 or Fisher's exact test, Mann-Whitney U test and logistic regression. Female endocervical and urine specimens were compared. RESULTS: A total of 2254 individuals were tested; 53.8% (n=1212) were male. Male prevalence of MG was 5.3%; CT was 5.9% and NG was 1.8%. Correlates of male infection were a non-gonococcal urethritis diagnosis and NG coinfection. MG prevalence for women was 7.2%; CT was 5.8% and NG was 1.8%. Correlates of female infection were younger age, Indigenous/Other ethnicity and CT/NG coinfection. Nearly two-thirds of eligible specimens had mutations associated with macrolide resistance and 12.2% of specimens had a parC mutation signifying possible moxifloxacin resistance. There was high concordance (98.1%) of results between urine and endocervical swabs. CONCLUSIONS: The high prevalence of MG relative to CT and NG supports the incorporation of MG testing into routine sexually transmissible infection screening. The high rate of resistance to macrolides and moxifloxacin raises concerns about treatment options. The good concordance of results between urine and endocervical swabs supports the use of female urine specimens for testing."
1,[Follow-up and counselling after pelvic inflammatory disease: CNGOF and SPILF Pelvic Inflammatory Diseases Guidelines],10.1016/j.gofs.2019.03.009,"OBJECTIVES: To determine the procedures for follow-up and counselling of patients after pelvic inflammatory disease (PID). METHODS: A search in the Cochrane database, PubMed, and Google was performed using keywords related to follow-up and PID to identify reports published between 1990 and 2018. All studies published in French and English relevant to the areas of focus were included. A level of evidence (LE) based on the quality of the data available was applied for each area of focus and used for the guidelines. RESULTS: The rate of recurrent PID is 15 to 21%. They are related to a recurrent sexually transmitted infection (STI) in 20 to 34% of cases. Recurrence PID increase the risk of infertility and chronic pelvic pain (LE2). Follow-up is recommended after PID (grade C). The rate of patients lost to follow-up is around 40%. Follow-up is improved by personalized text message reminders (grade B). Vaginal sampling for detection of N. gonorrhoeae, C. trachomatis, (and M. genitalium) by nucleic acid amplification techniques is recommended 3 to 6 months after treatment of PID associated with STI to rule out possible reinfections (grade C). The use of condoms after PID associated with STI is recommended to reduce the risk of recurrences (grade C). The systematic use of contraceptive pills after PID is not recommended to prevent subsequent infertility and chronic pelvic pain. Vaginal sampling for microbiological diagnosis is recommended before the insertion of an intrauterine device (grade B). The risk of ectopic pregnancy is high in these women and must be kept in mind. CONCLUSION: Patient counselling and microbiological testing after PID decrease the risk of STI and thus the recurrence of PID."
0,Time to resolution of genital symptoms for uncomplicated gonorrhoea: a prospective cohort study,10.1136/sextrans-2020-054626,"OBJECTIVES: To determine the time to resolution of symptoms (TTR) following treatment of uncomplicated gonorrhoea and to identify factors associated with TTR in a cohort of sexual health clinic attendees. METHODS: Participants were recruited from 14 clinics across England into the 'Gentamicin for the Treatment of Gonorrhoea (GToG)' trial between October 2014 and November 2016. We analysed demographic, behavioural and clinical data in a subset of the GToG study cohort presenting with genital discharge and/or dysuria, who subsequently experienced microbiological clearance of Neisseria gonorrhoeae 2 weeks after treatment. Testing for gonorrhoea was performed using a nucleic acid amplification test. The results were expressed as median TTR (IQR) and HRs with 95% CIs for resolution of symptoms. RESULTS: 216 participants (89% male) with a mean age of 32 years reported genital discharge (204/216 (94%)) or dysuria (173/216 (80%)) at their baseline visit. Symptom resolution occurred in 202/216 (94%) at the 2-week follow-up appointment. The median TTR was 2 days (IQR 1-3 days). 50/216 (23%) patients presented with gonorrhoea-chlamydia coinfection at their baseline attendance and in this group symptom resolution was slower (3 days for gonorrhoea-chlamydia coinfection compared with 2 days for gonorrhoea only, HR 0.68 (95% CI 0.48 to 0.95)). TTR was also longer in women (4 days for females compared with 2 days for males, HR 0.47 (95% CI 0.29 to 0.77)). CONCLUSIONS: The time to resolution of genital symptoms following effective treatment of gonorrhoea is variable, but 90% of patients report symptom resolution within 1 week. Concurrent chlamydia infection and being female were associated with prolonged TTR."
0,Factors associated with time to presentation for individuals with symptomatic uncomplicated genital gonorrhoea: a cross sectional cohort study of GToG trial participants,10.1136/sextrans-2019-054253,"OBJECTIVES: To determine the variation in the time from onset of symptoms to clinical presentation (time to presentation [TTP]) in a cohort of sexual health attendees with symptomatic uncomplicated genital gonorrhoea and to identify factors associated with TTP. METHODS: Participants were recruited from 14 clinics across England into the 'Gentamicin for the Treatment of Gonorrhoea (GToG)' trial between October 2014 and November 2016. Multivariable analysis was performed using prospectively collected demographic, behavioural and clinical data in a subset of the GToG study cohort presenting with genital discharge and/or dysuria who tested positive for Neisseria gonorrhoeae using a nucleic acid amplification test. The results were expressed as geometric mean ratios (GMR) with 95% CI for time to presentation after onset of symptoms. RESULTS: 316 participants (269 men and 47 women) with a median age of 27.6 years (IQR 23.0-34.8) were included. 194 (61%) were Caucasian, 29 (9%) Black African, 27 (9%) Asian and 66 (21%) of other ethnicities. Median TTP was 3 days for men (IQR 2-7) and 14 days for women (IQR 7-21). Participants reported genital discharge (297/316 [94%]), dysuria (251/316 [79%]), both genital discharge and dysuria (232/316 [73%]) and other concurrent symptoms 76/316 (24%) (e.g., rectal bleeding or genital itching). 45/316 (14%) participants reported sexual contact while symptomatic, of whom TTP was more than 7 days in 32/45 (71%). A longer TTP was associated with gender (female cf. male, GMR 2.34 [1.67 to 3.26]), no prior history of gonorrhoea (GMR 1.46 [1.15 to 1.86]), 'regular' or 'ex-regular' sexual relationship (regular cf. one off GMR 1.35 [1.05 to 1.72]); ex-regular cf. one off GMR 1.88 [1.12 to 3.14]), and being heterosexual (GMR 1.69 [1.31 to 2.19]). CONCLUSION: Specific demographic and behavioural factors are associated with a longer TTP in individuals with symptomatic genital gonorrhoea. Detailed knowledge of these factors can be used to prioritise and optimise gonorrhoea management and prevention."
1,An early evaluation of clinical and economic costs and benefits of implementing point of care NAAT tests for Chlamydia trachomatis and Neisseria gonorrhoea in genitourinary medicine clinics in England,10.1136/sextrans-2013-051147,"OBJECTIVES: To estimate the costs and benefits of clinical pathways incorporating a point of care (POC) nucleic acid amplification test (NAAT) for chlamydia and gonorrhoea in genitourinary medicine (GUM) clinics compared with standard off-site laboratory testing. METHOD: We simulated 1.2 million GUM clinic attendees in England. A simulation in Microsoft Excel was developed to compare existing standard pathways of management for chlamydia and gonorrhoea with a POC NAAT. We conducted scenario analyses to evaluate the robustness of the model findings. The primary outcome was the incremental cost-effectiveness ratio. Secondary outcomes included the number of inappropriate treatments, complications and transmissions averted. RESULTS: The baseline cost of using the point of POC NAAT was £103.9 million compared with £115.6 million for standard care. The POC NAAT was also associated with a small increase of 46 quality adjusted life years, making the new test both more effective and cheaper. Over 95 000 inappropriate treatments might be avoided by using a POC NAAT. Patients receive diagnosis and treatment on the same day as testing, which may also prevent 189 cases of pelvic inflammatory disease and 17 561 onward transmissions annually. DISCUSSION: Replacing standard laboratory tests for chlamydia and gonorrhoea with a POC test could be cost saving and patients would benefit from more accurate diagnosis and less unnecessary treatment. Overtreatment currently accounts for about a tenth of the reported treatments for chlamydia and gonorrhoea and POC NAATs would effectively eliminate the need for presumptive treatment."
0,"Who tests whom? A comprehensive overview of Chlamydia trachomatis test practices in a Dutch region among different STI care providers for urogenital, anorectal and oropharyngeal sites in young people: a cross-sectional study",10.1136/sextrans-2015-052065,"OBJECTIVES: To evaluate and compare Chlamydia trachomatis (CT) diagnostic test practices of different sexually transmitted infection (STI) care providers in 16-29 year olds from one defined geographic Dutch region (280,000 inhabitants). Both number and proportion of positive CT tests (ie, test positivity) were assessed, and factors associated with these outcomes. METHODS: Data on laboratory testing and diagnosis of urogenital, anorectal and oropharyngeal CT between 2006 and 2010 were retrieved from general practitioners (GPs), gynaecologists, an STI clinic and a population-based chlamydia screening programme. Multivariable regression analyses explored associations between age, sex, test year, socio-economic status (SES) and STI care provider and the outcomes being the number of tests and test positivity. RESULTS: Overall, 22,831 tests were performed (1868 positive; 8.2%). Extragenital (ie, anorectal and oropharyngeal) tests accounted for 4% of all tests (7.5% positive) and were almost exclusively (99%) performed by the STI clinic. STI clinics tested most men (37.2% of all tested men), whereas GPs tested most women (29.9% of all tested women). GPs and STI clinics accounted for 73.3% (1326/1808) of urogenital CT diagnoses. In women, the number of tests increased with age, whereas test positivity decreased for all STI care providers. Lower SES was associated with higher test positivity in GP and gynaecology patients. CONCLUSIONS: STI clinics performed most CT tests in men, whereas GPs performed most CT tests in women. GPs and STI clinics accounted for the majority of positives. Extragenital CT testing is rarely performed outside the STI clinic and needs to be promoted, especially in men who have sex with men."
0,An outbreak of high-level azithromycin resistant Neisseria gonorrhoeae in England,10.1136/sextrans-2015-052312,"OBJECTIVES: To investigate a potential outbreak of high-level azithromycin resistant (HL-AziR) gonococcal infections diagnosed in eight patients attending a sexual health clinic in Leeds, North England, between November 2014 and March 2015. METHODS: Eight cases of infection with gonococci exhibiting azithromycin minimum inhibitory concentrations (MICs) ≥256 mg/L were identified from patients in Leeds as part of the routine service provided by the Sexually Transmitted Bacteria Reference Unit. All patient records were reviewed to collate epidemiological and clinical information including evaluation of patient management. Whole-genome sequencing (WGS) was performed on seven gonococcal isolates to determine Neisseria gonorrhoeae multiantigen sequence type (NG-MAST), WGS comparison and mutations in the 23S rRNA genes. RESULTS: All patients were heterosexual (five male, three female) from a range of ethnic backgrounds and from the Leeds area. Three patients were linked by partner notification. All patients were infected at genital sites and two women had pharyngeal infection also. Six patients received the recommended first-line therapy for uncomplicated gonorrhoea, one was treated for pelvic inflammatory disease and one received spectinomycin followed later by ciprofloxacin. Test of cure was achieved in seven patients and confirmed successful eradication. All seven isolates sequenced were identical by NG-MAST and WGS comparison, and contained an A2143G mutation in all four 23S rRNA alleles. CONCLUSIONS: Epidemiological and microbiological investigations confirm that an outbreak of a gonococcal strain showing HL-AziR is ongoing in the North of England. Every effort should be made to identify and curtail dissemination of this strain as it presents a significant threat to the current recommended front-line dual therapy."
0,"Modelling-based evaluation of the costs, benefits and cost-effectiveness of multipathogen point-of-care tests for sexually transmitted infections in symptomatic genitourinary medicine clinic attendees",10.1136/bmjopen-2017-020394,"OBJECTIVES: To quantify the costs, benefits and cost-effectiveness of three multipathogen point-of-care (POC) testing strategies for detecting common sexually transmitted infections (STIs) compared with standard laboratory testing. DESIGN: Modelling study. SETTING: Genitourinary medicine (GUM) services in England. POPULATION: A hypothetical cohort of 965 988 people, representing the annual number attending GUM services symptomatic of lower genitourinary tract infection. INTERVENTIONS: The decision tree model considered costs and reimbursement to GUM services associated with diagnosing and managing STIs. Three strategies using hypothetical point-of-care tests (POCTs) were compared with standard care (SC) using laboratory-based testing. The strategies were: A) dual POCT for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG); B) triplex POCT for CT-NG and Mycoplasma genitalium (MG); C) quadruplex POCT for CT-NG-MG and Trichomonas vaginalis (TV). Data came from published literature and unpublished estimates. PRIMARY AND SECONDARY OUTCOME MEASURES: Primary outcomes were total costs and benefits (quality-adjusted life years (QALYs)) for each strategy (2016 GB, £) and associated incremental cost-effectiveness ratios (ICERs) between each of the POC strategies and SC. Secondary outcomes were inappropriate treatment of STIs, onward STI transmission, pelvic inflammatory disease in women, time to cure and total attendances. RESULTS: In the base-case analysis, POC strategy C, a quadruplex POCT, was the most cost-effective relative to the other strategies, with an ICER of £36 585 per QALY gained compared with SC when using microcosting, and cost-savings of £26 451 382 when using tariff costing. POC strategy C also generated the most benefits, with 240 467 fewer clinic attendances, 808 fewer onward STI transmissions and 235 135 averted inappropriate treatments compared with SC. CONCLUSIONS: Many benefits can be achieved by using multipathogen POCTs to improve STI diagnosis and management. Further evidence is needed on the underlying prevalence of STIs and SC delivery in the UK to reduce uncertainty in economic analyses."
0,Evaluation of an enzymatic Chlamydia trachomatis point-of-care rapid assay in Rwanda: the BioChekSwab Rapid Test,10.1136/sextrans-2015-052202,"OBJECTIVES: We evaluated the performance of an enzymatic point-of-care rapid test for Chlamydia trachomatis (CT) (the BioChekSwab CT Rapid Test, EnZtek Diagnostics, Rio Vista, California, USA), which detects CT's Peptidase 123CBV enzyme and provides a result 15 min after specimen collection. METHODS: Two endocervical swabs, including one BioChekSwab, per person were obtained from 137 women who participated in a reproductive health study in Rwanda. The BioChekSwab was processed according to the manufacturer's instructions. A substrate was squirted over the swab by the study physician immediately after collection, and another reagent was released over the swab tip at arrival in the laboratory. The test was considered positive if a blue colour developed within 2 min. The other regular flocked endocervical swab was processed at the Institute of Tropical Medicine (ITM), Belgium, using a testing algorithm: Abbott RealTime CT/Neisseria gonorrhoeae (NG) assay with the confirmation of positive results by an in-house real-time PCR assay. RESULTS: Of the 137 women, nine were CT positive by the testing algorithm. All nine positive results were missed by the BioChekSwab assay and four false-positive results were obtained. The sensitivity was therefore 0% (95% CI 0% to 33.6%) and the specificity was 96.9% (95% CI 92.2% to 99.1%). CONCLUSIONS: The BioChekSwab Rapid Test, although ISO13485 certified and Conformitée Européenne (CE) labelled, lacked any sensitivity in our setting."
0,Sexual exposure and sexual behaviour in the interval between gonorrhoea treatment and test of cure: a cross-sectional cohort study,10.1136/sextrans-2021-055029,"OBJECTIVES: We explored sexual contact in the interval between the treatment for gonorrhoea and attending for a test of cure (ToC) and identified factors associated with sexual contact in this period. METHODS: Multivariable analysis of demographic, behavioural and clinical data with self-reported sexual contact prior to attending for a gonorrhoea ToC evaluation among participants recruited into the 'Gentamicin for the Treatment of Gonorrhoea' trial in England, between October 2014 and November 2016. Associations with sexual contact were expressed as prevalence ratios (PR) and their corresponding 95% CI. RESULTS: The median time to ToC was 15 days (interquartile range 14-20 days). 197/540 (37%) participants reported sexual contact in the time between treatment and ToC. Of these, 173/197 (88%) participants reported inconsistent condom use, including with previous partners (133/197 (68%)). A history of gonorrhoea (adjusted PR (aPR) 1.32 (1.03 to 1.69)) or syphilis (aPR 1.19 (1.08 to 1.32)), being in regular (aPR 1.71 (1.41 to 2.09)) sexual relationships, high number of partners in the last 3 months (aPR 1.77 (1.25 to 2.51))-'more than 5 partners' vs '0 to 1 partner', and attending for a ToC more than 14 days after treatment (aPR 1.40 (1.08 to 1. 81)) were associated with reporting sexual contact before the ToC appointment. However, age (aPR (1.00 (0.99 to 1.01)) and presenting with specific symptoms at baseline (aPR 1.17 (0.95 to 1.44)) were not associated with sexual contact by the ToC attendance. CONCLUSION: Sexual activity after receiving treatment for gonorrhoea and prior to a ToC evaluation was common. This was associated with previous infection history and specific behavioural characteristics. Knowledge of these factors can help guide safe sex counselling at the time of treatment."
0,"Prevalence and correlates of cervical abnormalities among female sex workers in Tijuana, Mexico",10.1177/0956462419841464,"OBJECTIVES:: In Tijuana, Mexico, sex work is regulated by the municipal health department and includes regular testing for HIV and other sexually transmitted infections (STIs) for registered female sex workers (FSWs). However, Pap testing is missing from current sexual health assessments. We aimed to answer the following research questions: 1.) What is the prevalence of cervical abnormalities among a sample of FSWs in Tijuana, Mexico? 2.) What are the correlates of cervical abnormalities among a sample of FSWs in Tijuana, Mexico? STUDY DESIGN:: From 2013-2014, a cohort of 300 FSWs in Tijuana, Mexico were recruited using modified time-location sampling. Participants were given Pap, HIV, and STI tests. RESULTS:: The prevalence of an abnormal Pap was 11.7% (35/300). FSWs ever registered with municipal health services were less likely to have an abnormal Pap result (4.8% vs 14.4%, p=0.03), were more likely to report a previous Pap test (88.1% vs 70.4%, p=.001), and were more likely to report a sexual health checkup in the last year (60.7% vs 37.0%, p<0.001) than those who had never been registered. CONCLUSIONS:: FSWs remain at risk for cervical abnormalities, including those registered with the municipality."
1,"Gonococcal and Chlamydial Cases of Pelvic Inflammatory Disease at 2 Canadian Sexually Transmitted Infection Clinics, 2004 to 2014: A Retrospective Cross-sectional Review",10.1097/OLQ.0000000000000729,One hundred thirteen patients with gonococcal and chlamydial pelvic inflammatory disease were reviewed at 2 Canadian sexually transmitted infection clinics. Most patients (81%) with pelvic inflammatory disease were diagnosed as having chlamydia alone. Three treatment failures were seen in patients treated with ofloxacin.
0,[Chlamydia trachomatis Fitz-Hugh-Curtis syndrome in a female adolescent],10.1016/j.arcped.2012.12.013,"One of the numerous causes of abdominal pain, Fitz-Hugh-Curtis syndrome (FHC) can occur in the pediatrician population. Its rapid diagnosis and treatment can avoid long-term complications, such as extra-uterine pregnancy and infertility. We report a case of FHC in a 16-year-old female caused by Chlamydia trachomatis. We discuss the diagnosis, which can be easier with noninvasive methods including CT and laboratory tests."
1,Risk of pelvic inflammatory disease following Chlamydia trachomatis infection: analysis of prospective studies with a multistate model,10.1093/aje/kws583,"Our objective in this study was to estimate the probability that a Chlamydia trachomatis (CT) infection will cause an episode of clinical pelvic inflammatory disease (PID) and the reduction in such episodes among women with CT that could be achieved by annual screening. We reappraised evidence from randomized controlled trials of screening and controlled observational studies that followed untreated CT-infected and -uninfected women to measure the development of PID. Data from these studies were synthesized using a continuous-time Markov model which takes into account the competing risk of spontaneous clearance of CT. Using a 2-step piecewise homogenous Markov model that accounts for the distinction between prevalent and incident infections, we investigated the possibility that the rate of PID due to CT is greater during the period immediately following infection. The available data were compatible with both the homogenous and piecewise homogenous models. Given a homogenous model, the probability that a CT episode will cause clinical PID was 0.16 (95% credible interval (CrI): 0.06, 0.25), and annual screening would prevent 61% (95% CrI: 55, 67) of CT-related PID in women who became infected with CT. Assuming a piecewise homogenous model with a higher rate during the first 60 days, corresponding results were 0.16 (95% CrI: 0.07, 0.26) and 55% (95% CrI: 32, 72), respectively."
0,Diagnostic challenge of chlamydial Fitz-Hugh-Curtis syndrome and cervicitis complicated by appendicitis: Case report,10.1002/jgf2.446,"Our patient had appendicitis complicated by Chlamydia trachomatis-induced Fitz-Hugh-Curtis syndrome and cervicitis. Differential diagnosis was challenging. A 22-year-old Japanese woman was febrile and presented with vomiting and subsequent abdominal pain. She had unprotected sexual intercourse with multiple partners. She had high Alvarado score and lack of cervical motion pain, despite cervical inflammation. Noncontrast CT showed enlarged appendix. Laparoscopic appendectomy revealed acute suppurative appendicitis and perihepatic adhesion. Cervical PCR assay was positive for C. trachomatis. She remained febrile but defervesced after azithromycin therapy. Clinicians should confirm whether females with abdominal pain are sexually active in view of screening for C. trachomatis."
0,An endometrial organoid model of interactions between Chlamydia and epithelial and immune cells,10.1242/jcs.252403,"Our understanding of how the obligate intracellular bacterial pathogen Chlamydia trachomatis reprograms the function of infected cells in the upper genital tract is largely based on observations made in cell culture with transformed epithelial cell lines. Here, we describe a primary organoid system derived from endometrial tissue to recapitulate epithelial cell diversity, polarity and ensuing responses to Chlamydia infection. Using high-resolution and time-lapse microscopy, we catalog the infection process in organoids from invasion to egress, including the reorganization of the cytoskeleton and positioning of intracellular organelles. We show this model is amenable to screening C. trachomatis mutants for defects in the fusion of pathogenic vacuoles, the recruitment of intracellular organelles and inhibition of cell death. Moreover, we reconstructed a primary immune cell response by co-culturing infected organoids with neutrophils, and determined that effectors like CPAF (also known as CT858) and TepP (also known as CT875) limit the recruitment of neutrophils to infected organoids. Collectively, our model can be applied to study the cell biology of Chlamydia infections in three-dimensional structures that better reflect the diversity of cell types and polarity encountered by Chlamydia in their animal hosts."
0,Evaluation of the Efficacy of a New Commercially Available Inactivated Vaccine Against Ovine Enzootic Abortion,10.3389/fvets.2020.00593,"Ovine enzootic abortion (OEA), caused by Chlamydia abortus, is an economically important disease in many countries. Inactivated vaccines have been used for many years as they induce immunity in sheep, although outbreaks of abortions have been described in vaccinated flocks. In addition, there is a commercially available live attenuated vaccine that provides good protective results. Recently however, reports question the attenuation of this vaccine and associate it with the appearance of outbreaks of OEA in vaccinated flocks. In the present study, a recently commercialized inactivated vaccine (INMEVA®; Laboratorios Hipra S.A., Amer, Spain) has been evaluated using mouse and sheep experimental models. In the mouse models (non-pregnant and pregnant models), the efficacy of INMEVA vaccine has been compared to an unvaccinated control group and to an experimental inactivated vaccine considered as a positive protection control (UMU vaccine). In the non- pregnant model, the UMU vaccine was more effective than the INMEVA vaccine regarding the impact on body weight or the presence of C. abortus in the liver, but both vaccinated groups (UMU and INMEVA) had significantly lower C. abortus in the liver compared to the control group. In the pregnant model in terms of reproductive failures, pups per mouse or the presence of C. abortus in the liver or uterus, no significant differences were found between both vaccines, inducing protection compared to the control group. In the ovine pregnant model, where INMEVA vaccine was compared only to an unvaccinated group, the results indicate that this new commercial vaccine is safe and provides a suitable level of protection against an experimental challenge with C. abortus. A 75% reduction in reproductive disorders, 55% reduction in animals with C. abortus shedding on day of parturition/abortion, and a significant reduction of the average amount of chlamydial shedding from parturition/abortion over the next 21 days was observed, in relation to the infected control group. The results suggest that this vaccine is adequate for the control and prevention of OEA; however, future studies are necessary to elucidate the type of protective immune response that it induces."
1,[Pelvic Inflammatory Disease - Synergies between Family Practices and Gynaecological Specialised Assessment],10.1024/1661-8157/a003582,"Pelvic Inflammatory Disease - Synergies between Family Practices and Gynaecological Specialised Assessment Abstract. The 'pelvic inflammatory disease' (PID) describes an ascending inflammation of the upper female genital tract, beginning with a local cervicitis and proceeding to endometritis and adnexitis. It is a common clinical picture with rising numbers in recent years, and it occurs both in gynaecological and general practice. The symptoms are often unspecific, discrete or althogehter lacking. In order to reduce long-term risks of chronic pelvic pain, sterility and/or ectopic pregnancies, rapid diagnosis followed by immediate therapy and a good interdisciplinary cooperation are necessary. Screening programs for chlamydia and gonococcus as the most common pathogens of PID have not yet been implemented in Switzerland so far."
1,"Pelvic inflammatory disease among female recruit trainees, active component, U.S. Armed Forces, 2002-2012",,"Pelvic inflammatory disease (PID) is a bacterial infection causing an inflammatory reaction in the upper genital tract. It can be treated with antibiotics, but since it is often asymptomatic, women often delay seeking health care, which may result in long-term sequelae such as infertility. Among 161,501 female recruits who began basic training between January 2002 and December 2011, 1,750 (1.1%) met the surveillance case definition for PID during the 12 months following completion of their basic military training. The overall incidence rate (11.2 per 1,000 person-years) showed a stable trend during the surveillance period, with the exception of a decline for females accessed in 2011. The unadjusted rates were higher among women who were not screened for chlamydia during basic training. Compared to their respective counterparts, rates were higher in service women aged 17-20, of black, non-Hispanic race/ethnicity, married, in the Army, and who had a chlamydia diagnosis after basic training. The lowest rates were among women 25 years and older, other race/ethnicity, and in the Coast Guard. The findings in this report may warrant further evaluation of the long-term impact of chlamydia screening programs for recruit trainees on PID and PID-related sequelae among service women."
